x,y,z,resultado
7.03269,0.0781274,1.56835,0.861721
6.89138,1.51708,0.929899,9.72186
2.60109,3.51817,0.99704,9.12401
8.80306,6.86148,6.65151,401.765
5.2031,1.32572,5.99811,41.3742
2.73659,5.62304,6.55995,100.944
3.25633,4.75723,0.146794,2.274
5.31205,7.78161,5.57604,230.493
4.29395,3.70617,8.15973,129.855
3.56029,5.58306,6.31916,125.608
4.25947,3.30699,2.61177,36.7895
5.19456,1.43895,9.2761,69.336
5.40452,5.0502,6.17542,168.552
5.14664,8.59157,9.98779,441.638
7.18375,6.7098,3.98419,192.044
2.0191,1.08921,1.10782,2.43634
4.10657,6.72262,6.70919,185.22
0.233467,3.24564,6.339,4.80337
7.01254,1.10294,7.58507,58.666
5.62395,2.81716,1.0123,16.0385
0.98178,0.762352,7.28935,5.4558
0.294198,7.95343,6.6689,15.6045
5.3032,0.481277,0.427259,1.0905
2.97006,6.73025,0.695822,13.909
9.83306,4.00067,7.71325,303.43
0.0717185,1.0773,3.10892,0.240203
8.99442,9.02585,9.98566,810.658
6.59383,5.35264,7.18802,253.697
0.757469,7.58293,5.22233,29.9962
0.805994,5.00748,5.16556,20.8482
4.5439,7.43339,8.94711,302.203
9.09024,3.9201,0.715659,25.5023
0.275887,5.34288,3.13364,4.61909
3.08786,1.34465,2.91421,12.1
2.09021,9.19217,0.143742,2.76181
7.0748,2.25135,7.8338,124.776
5.69353,9.46135,7.61589,410.257
5.28184,9.38566,0.29664,14.7055
9.31669,7.73247,8.84793,637.414
3.04941,2.89224,5.74236,50.6455
5.89068,6.84561,2.29713,92.6324
8.45088,5.09537,6.94906,299.229
9.7116,0.394604,4.61226,17.6753
8.62178,5.21653,8.73867,393.029
5.7271,4.67055,5.39354,144.27
3.72356,2.75948,2.00476,20.5991
4.91195,0.153813,9.85717,7.44733
7.5042,0.169378,2.72988,3.4698
6.24409,8.51802,9.04294,480.969
3.04086,6.49312,8.30805,164.04
5.81591,1.03153,7.37541,44.247
1.74017,5.34684,8.75454,81.4557
7.85791,1.54851,5.53484,67.3481
9.21628,3.80596,0.472121,16.5605
2.14942,8.13929,3.95764,69.2379
9.58922,5.08896,1.44108,70.3237
8.72677,8.14936,0.121158,8.6165
6.25416,8.40388,5.22813,274.786
5.18326,8.28669,2.31178,99.2957
8.50612,5.2855,3.35032,150.627
5.48296,0.489517,5.09873,13.685
5.85589,4.41511,7.48955,193.638
3.27555,2.09662,8.47682,58.2153
1.66082,7.57408,1.12796,14.1889
8.51405,1.42491,4.84359,58.7613
1.05747,9.23246,0.582293,5.68494
4.93881,3.55846,6.90573,121.365
1.42827,2.61818,4.41755,16.5193
8.98343,2.18696,6.49709,127.644
2.931,7.15232,4.07117,85.3457
9.11191,7.96014,0.419324,30.4145
8.28822,7.15964,3.45988,205.312
9.7763,8.29432,5.97827,484.765
1.29276,1.00681,7.62017,9.91812
7.32566,4.14045,7.20542,218.551
8.57173,4.52193,6.32435,245.137
7.55943,2.12531,4.01807,64.5548
5.35081,3.96832,4.32508,91.8377
7.45384,1.99042,2.05664,30.5129
9.49614,3.26395,1.70446,52.8296
8.14051,5.58794,1.90069,86.46
5.23209,8.71731,1.9602,89.4044
3.72906,1.15055,4.03699,17.3205
4.91928,3.66253,8.22016,148.103
2.31666,1.32328,1.59886,4.90147
0.325938,6.16199,5.56719,11.1813
2.71981,1.83233,7.75964,38.6709
0.25605,6.71377,6.15711,10.5845
4.40016,5.88488,9.99207,258.739
5.38194,0.897855,9.83367,47.5183
9.94965,3.71105,0.463881,17.1282
9.99207,5.34471,2.59041,138.34
0.603046,3.32438,1.85095,3.71069
0.297555,5.58885,4.69069,7.8006
6.84835,3.81817,2.08594,54.5435
6.23035,2.51564,5.82019,91.2217
9.47813,2.62886,1.28544,32.0289
4.5378,1.46611,2.57424,17.1262
2.72561,9.37803,0.498062,12.7309
1.71514,5.90869,0.0625629,0.634027
1.59307,7.44041,6.33106,75.0426
2.11737,7.12424,0.781274,11.7853
1.44749,6.52242,9.1171,86.0759
5.7622,3.88104,6.3332,141.631
0.635395,1.49754,6.3683,6.05964
8.08985,2.8074,7.3629,167.222
7.50969,0.820643,9.06064,55.8387
6.53676,2.37983,0.458083,7.12612
3.1251,8.24274,7.06626,182.022
2.47688,2.3719,3.98694,23.4229
1.19297,0.566424,3.04178,2.05541
8.11945,7.49901,4.15235,252.827
8.93368,8.01782,2.52663,180.979
2.57637,0.110477,4.21735,1.20038
7.48802,8.7521,3.19254,209.226
5.79241,3.36741,0.0997955,1.94656
9.78637,1.30497,9.32768,119.123
9.588,4.62813,0.632649,28.0735
8.47621,4.67452,9.99481,396.017
7.98639,0.0595111,6.97989,3.31739
7.94458,1.43284,2.14606,24.4294
0.489517,6.95517,9.23704,31.4491
3.85632,1.10721,4.51765,19.2893
8.32453,1.21097,5.36515,54.085
2.24891,5.19639,5.65233,66.0543
1.11087,5.08896,4.58876,25.9412
9.30326,7.97601,1.13987,84.5814
6.20472,6.02832,0.444044,16.609
3.71288,4.82162,2.35939,42.238
1.32908,2.14576,4.09253,11.6714
7.34367,8.47499,2.95022,183.615
9.34873,5.38194,2.49092,125.329
7.85699,9.72076,1.1185,85.4267
8.33644,0.314035,4.88754,12.7953
0.442824,8.56288,7.00858,26.5754
6.76778,6.66799,1.02969,46.4676
5.96606,1.46306,5.94562,51.8975
8.90805,7.79901,1.77038,122.995
0.983612,5.77532,1.65929,9.42589
5.57085,7.12851,3.62835,144.088
2.46132,0.411695,9.86755,9.9989
6.61336,0.936613,9.59197,59.4142
7.82647,8.29157,3.0839,200.126
0.0613422,0.31312,5.2562,0.100958
0.574053,7.45567,3.47667,14.88
4.90585,8.67916,8.56319,364.609
4.14075,0.190741,3.27677,2.58803
6.55507,5.37706,9.14823,322.447
3.50566,9.27488,2.8779,93.5736
2.02857,1.62358,5.91021,19.4656
6.19343,3.84014,6.63747,157.863
2.35694,3.89355,5.10788,46.8745
3.26365,0.582904,6.71865,12.7815
8.67519,2.78451,2.31269,55.8657
7.781,5.34562,7.36045,306.153
2.33924,3.8789,6.19373,56.2001
4.36293,1.77618,6.98904,54.1604
4.33851,2.28797,6.56606,65.1773
9.99298,4.01135,4.81552,193.032
1.55187,5.70727,9.71465,86.0418
4.57564,5.43199,3.27769,81.4664
3.29447,3.18247,6.90268,72.3715
0.996735,1.73528,9.10367,15.7459
7.30491,9.60997,3.48735,244.812
9.92065,0.0900296,5.17411,4.62127
6.14643,0.548112,2.41279,8.12854
5.52934,3.28806,3.97412,72.2528
9.16379,9.44395,3.27982,283.844
6.07776,4.76028,2.50008,72.3318
7.8753,1.09622,2.99875,25.8885
8.78109,3.40587,9.29655,278.034
0.290841,2.41707,2.38502,1.67663
3.41685,2.58644,8.06421,71.2674
8.33338,5.44114,1.30284,59.0747
4.36354,1.63762,0.265511,1.8973
8.57173,9.4586,9.26237,750.961
7.82617,7.11173,2.6194,145.79
6.11377,0.240181,5.0441,7.40681
1.04831,0.884732,5.53758,5.13596
0.96408,5.91937,4.17982,23.8531
4.52773,9.57549,6.72048,291.368
1.73772,2.38075,3.20414,13.2558
7.95953,0.567339,1.47435,6.6578
9.50865,7.29514,0.802942,55.6977
7.07389,0.685141,9.15647,44.3778
1.09714,2.40669,4.49843,11.878
2.91177,0.359508,4.69375,4.91344
2.43416,9.65423,3.65673,85.9327
8.70083,5.29893,6.65914,307.02
5.0853,9.37101,1.56713,74.6804
3.58257,5.42741,0.102542,1.99384
8.80306,9.45982,7.40806,616.91
8.23542,3.45195,4.56557,129.791
6.35914,4.30067,9.33195,255.215
6.20228,9.10794,6.61184,373.503
0.122074,2.47658,8.8992,2.69046
7.74224,6.17328,3.12418,149.32
9.16776,4.46455,0.942106,38.5604
1.44963,3.96741,7.70714,44.3259
7.37175,6.44398,7.87591,374.133
4.09345,9.52147,9.13572,356.07
3.18278,5.6267,9.76653,174.904
2.24586,7.17704,9.07926,146.345
6.87613,7.20847,7.34123,363.878
1.6538,5.28092,7.6104,66.466
7.27348,4.47676,0.846278,27.5562
3.12601,1.13987,0.483718,1.7236
3.46202,2.99844,9.47813,98.3894
8.26411,1.75878,3.13608,45.5822
4.15662,8.42463,0.268868,9.41523
5.88427,5.31388,4.03455,126.154
4.34004,6.53493,8.07398,228.993
1.71697,3.11258,5.63768,30.129
1.86712,4.94369,5.88153,54.2893
1.17374,0.156255,6.10462,1.1196
2.14362,9.65636,3.38847,70.1399
8.90408,0.653706,0.217902,1.26833
2.97861,7.65526,7.79321,177.701
0.750145,9.14457,5.03037,34.5071
0.569781,0.155034,0.399182,0.0352619
4.82986,4.55977,5.77349,127.15
7.51854,1.33488,2.09998,21.0761
0.0509659,9.79034,1.80364,0.899971
1.05106,5.50645,6.36402,36.8324
3.67382,9.43541,2.05969,71.3972
0.510575,3.03659,6.27033,9.72157
5.78997,9.60387,5.94104,330.358
3.90179,3.17911,8.63582,107.121
9.0933,2.15674,9.90753,194.305
0.0833155,1.51341,9.62432,1.21354
8.26105,7.93207,3.71258,243.275
2.37526,2.21717,8.67275,45.6737
5.94836,5.44114,4.26679,138.099
7.08426,2.12989,7.35374,110.958
3.03659,9.61516,0.925932,27.0347
3.06772,5.77715,3.17179,56.2126
0.645467,5.57329,4.77371,17.1728
2.13233,9.44731,1.51097,30.4382
1.7481,1.39531,7.44652,18.1631
1.10691,9.30998,8.27448,85.2708
2.27699,7.73278,3.52062,61.989
1.05411,4.67483,7.40959,36.5128
6.63442,7.02017,5.64074,262.716
3.56426,4.07666,7.77123,112.918
1.75054,7.35496,4.72488,60.8336
4.63088,0.169378,8.87082,6.95798
8.54885,1.97028,9.93988,167.423
9.52757,0.681783,1.25065,8.12389
1.09531,0.964385,5.97613,6.31259
3.60393,8.17621,0.75869,22.356
3.11075,3.75835,9.69604,113.359
0.268868,2.3133,3.12754,1.94524
0.130924,4.91836,5.75549,3.70615
4.86862,5.99078,2.23395,65.1574
4.68856,8.72829,2.53304,103.66
7.9519,2.37983,8.48415,160.556
2.68624,5.49944,6.91061,102.089
9.79949,4.73983,9.17081,425.965
2.9017,1.29673,0.37019,1.39292
6.30726,6.22669,6.66952,261.934
9.55687,8.79086,0.775475,65.1501
0.639363,3.95856,9.16898,23.2063
1.33122,6.57643,5.30839,46.4732
1.72094,1.6242,8.5876,24.0036
0.389721,3.77728,1.62236,2.38826
5.89526,9.1583,7.60399,410.544
3.12326,2.30995,7.57012,54.6152
8.17072,7.71081,8.61477,542.755
1.67913,7.10349,6.13331,73.156
0.671407,4.56893,8.14783,24.9944
3.17667,1.06357,2.67434,9.03555
4.4435,7.08182,7.08457,222.937
3.06528,2.9313,7.57866,68.0963
2.88736,8.24641,6.19892,147.598
1.59642,8.60927,0.0408948,0.56206
7.08243,0.710471,4.27473,21.5098
9.11832,6.3332,9.38994,542.252
1.30589,1.72765,8.6642,19.5475
8.10968,9.43419,0.203558,15.5739
7.48772,0.388501,1.83844,5.34798
8.80184,3.65581,7.81426,251.447
6.32008,1.42796,8.52016,76.8929
2.11951,5.32212,2.82876,31.9093
6.61702,8.37245,2.61025,144.61
9.79705,8.29585,8.34101,677.915
9.42778,3.96069,7.60186,283.857
8.09809,7.93207,2.71828,174.608
5.72405,8.92544,4.73312,241.813
9.87884,5.32273,5.58061,293.442
2.33833,2.57179,6.04846,36.3736
0.992157,1.32328,5.99078,7.86532
6.56484,1.44108,1.03488,9.79049
2.52907,3.38664,1.29215,11.0674
1.64373,6.87521,1.84942,20.9003
1.3419,5.35661,3.62499,26.0565
9.51811,9.83856,9.60082,899.064
8.97763,7.34916,0.242317,15.9876
9.9942,3.07627,8.92331,274.345
4.78896,5.91327,4.55489,128.987
3.05063,7.90918,6.47023,156.114
3.85388,0.0738548,8.58181,2.44262
9.71465,6.87094,7.17002,478.59
5.67095,2.8666,5.50157,89.4356
2.97098,5.3151,6.4037,101.121
6.64205,6.81509,4.42915,200.491
9.80102,6.20716,2.93405,178.497
9.38231,1.7478,9.73296,159.605
4.90158,3.914,2.65114,50.8616
6.12232,0.640278,5.35264,20.9823
2.23212,6.10004,3.31584,45.1486
3.19346,0.0357067,1.93335,0.220455
8.41395,9.10642,1.66265,127.394
9.98962,2.32887,2.42958,56.523
8.53725,2.68166,2.76406,63.2804
0.215461,4.01837,1.37974,1.19458
6.26179,5.88824,3.67931,135.66
6.83309,3.17606,5.57817,121.059
2.55074,8.67977,5.39781,119.506
6.19495,7.15567,0.598773,26.5431
7.14774,4.30006,5.13749,157.904
2.67129,4.14747,9.84436,109.066
0.302438,7.50664,1.48076,3.36176
3.82855,5.88183,1.70629,38.4237
5.46281,3.95642,3.82916,82.7603
9.21873,9.81933,7.33451,663.933
2.9667,8.1518,1.50121,36.3051
4.28632,3.79192,7.60521,123.611
6.43727,2.34504,2.7546,41.5825
6.08478,0.539567,4.48042,14.7099
3.82214,8.06177,6.27949,193.491
0.628071,0.139164,0.237434,0.0207529
0.137638,6.58467,3.60149,3.26405
4.08094,1.25004,9.3231,47.5602
5.14725,6.19404,6.55385,208.952
2.80251,3.58959,3.07382,30.9223
2.75185,3.32408,5.79058,52.9686
1.83294,0.406507,8.50307,6.33566
6.00055,3.4373,0.473952,9.77559
8.91415,7.16666,0.0259407,1.65722
8.59127,6.47786,2.02826,112.879
2.87759,7.43278,8.6462,184.929
6.81082,2.58095,2.44209,42.928
2.45003,5.32548,7.97815,104.095
1.25919,7.47704,6.2978,59.294
5.43718,2.14759,1.83142,21.3851
1.72674,5.02091,1.74017,15.0869
0.150151,9.0936,5.11185,6.97979
7.41417,7.72973,5.22874,299.656
2.05725,4.60524,9.82818,93.1136
4.6556,6.39546,4.37941,130.395
0.207221,0.21424,2.22724,0.0988782
1.56652,7.9751,8.78689,109.776
1.29521,8.77773,6.78945,77.1891
9.93011,8.33094,6.60848,546.701
5.49028,0.233772,9.23338,11.8508
5.35234,4.21979,1.21189,27.3715
8.6465,8.52565,5.09079,375.278
3.54198,8.48903,3.52214,105.904
1.47099,5.46403,4.00433,32.185
9.71282,4.94339,8.15455,391.534
8.89615,9.29319,4.00159,330.826
5.88244,6.1037,1.20334,43.2057
3.5493,3.76507,5.78784,77.345
3.42357,9.26237,0.932951,29.5842
7.08487,3.95978,5.87481,164.815
1.919,5.19211,5.83819,58.1699
3.45592,4.0791,0.349437,4.92603
6.41041,0.735496,3.86517,18.2236
0.276498,6.292,9.54436,16.6045
9.75555,2.63009,8.23969,211.413
9.42869,4.65743,9.04416,397.161
1.28391,6.50533,5.5974,46.751
7.31132,0.427564,5.61541,17.5541
3.50597,3.27738,7.22282,82.993
9.84252,0.915555,8.99899,81.0933
1.53905,6.45558,0.37904,3.76593
8.73653,9.83825,3.34147,287.207
1.42399,9.34141,0.260628,3.4669
4.98764,8.85495,6.60085,291.528
9.8468,2.07801,0.21485,4.3962
4.09986,4.19263,3.76415,64.7028
5.22202,6.16779,4.86648,156.741
6.67592,4.98703,1.46825,48.8823
4.88632,9.73266,3.83251,182.262
8.79605,7.57988,8.81558,587.761
1.52074,1.64342,9.13358,22.8268
0.369274,8.70296,3.10038,9.96392
0.147099,7.99005,3.40556,4.00266
7.64611,6.50502,1.06235,52.8392
1.36448,1.39958,4.87289,9.30576
9.51476,8.01691,7.39036,563.729
3.14066,3.74371,4.9675,58.4064
7.40898,1.11698,3.78399,31.315
8.74111,7.00461,1.78869,109.518
6.77236,4.62966,5.18754,162.649
8.46217,6.77938,3.45347,198.12
5.40208,8.0932,6.06647,265.227
4.04065,9.33195,6.12384,230.913
1.82775,9.24528,0.0997955,1.68635
3.13334,7.48802,8.31111,194.999
6.42323,8.61873,2.60842,144.402
3.39763,4.2909,2.21503,32.2927
0.473342,3.07596,7.72088,11.2415
7.6751,7.41142,0.611591,34.7894
5.16312,9.90722,2.91849,149.287
9.84558,3.10892,0.398877,12.2093
4.64492,6.48244,3.47026,104.491
1.3303,7.30857,7.60613,73.9514
6.29078,3.68816,9.5941,222.597
7.22617,4.35163,9.7,305.023
8.10419,0.673238,1.23478,6.73702
4.89517,2.42653,5.65722,67.1979
9.40397,0.109561,0.371715,0.382983
2.79214,9.86969,8.74172,240.9
7.45384,3.41441,9.99908,254.481
9.57549,9.66796,7.48985,693.376
1.02939,0.483413,3.63537,1.80903
9.43785,1.85644,3.32102,58.187
3.17057,4.67513,0.648823,9.61739
5.32334,6.3393,4.69466,158.427
0.863063,7.31956,2.06397,13.0386
3.49284,3.20963,4.07575,45.6921
0.347911,3.15653,0.143437,0.157521
7.0806,5.16953,1.42338,52.1006
4.43373,5.08133,4.11817,92.7792
9.02646,8.37947,2.69082,203.525
3.82946,9.63561,5.23087,193.015
2.36976,5.28611,0.212714,2.66463
9.38169,0.101932,8.0401,7.68869
4.58602,6.89199,0.0744652,2.35361
7.4276,8.05994,2.90811,174.097
8.67092,3.83312,5.87359,195.219
7.53624,3.09702,8.06513,188.239
3.32102,6.73727,4.94705,110.688
1.91015,0.339061,9.80499,6.35028
4.02081,7.92474,8.3874,267.255
9.98535,2.7131,7.52525,203.868
2.41768,9.80743,6.27552,148.8
1.44505,5.76281,7.67876,63.9453
9.27396,1.61596,0.739464,11.0818
7.31681,3.54961,8.53572,221.688
2.79214,6.57308,7.99463,146.725
3.18888,0.982086,7.21427,22.5933
5.45701,7.58171,2.63649,109.081
2.22419,7.09006,2.94961,46.5143
4.97177,2.18574,9.44945,102.687
9.70611,1.49968,7.30888,106.388
4.66414,8.18873,6.03473,230.487
6.66555,8.98007,4.27351,255.8
2.10639,1.19358,9.99908,25.1391
8.9114,0.599384,2.03314,10.8597
7.91925,5.65142,3.42631,153.345
0.756554,1.09348,5.22172,4.3198
6.04755,3.05734,1.21708,22.5031
1.21494,6.65304,2.45674,19.858
8.45332,5.9566,4.81552,242.476
5.59313,1.81829,0.607013,6.17329
7.42912,5.65539,5.12803,215.452
8.56685,4.74624,5.52507,224.651
3.82611,6.24439,4.32356,103.297
7.18497,3.00241,0.249947,5.39191
5.6914,8.96359,1.91595,97.743
5.07706,3.55754,7.17063,129.515
5.33433,0.334483,2.36091,4.21244
3.69091,7.00064,1.59459,41.2022
9.98199,6.09973,5.54369,337.541
3.91186,3.42753,1.85522,24.8749
8.14203,2.08533,4.30219,73.0462
3.14249,2.25227,6.71834,47.5506
6.87521,3.91705,0.718101,19.3388
0.142827,6.55782,5.72314,5.36047
0.571917,1.26988,1.60344,1.16452
3.84289,0.835597,3.4257,11.0003
5.84521,0.33845,9.64446,19.0798
4.24299,5.27696,5.55284,124.329
5.99323,1.66204,6.29749,62.7291
4.62935,6.42994,5.1088,152.071
8.42769,0.613727,1.99713,10.3298
5.91082,9.30967,0.7004,38.5415
5.74603,6.0152,4.80697,166.146
7.18619,6.12415,9.06796,399.075
2.01422,9.69207,6.55751,128.016
2.92032,7.987,0.218513,5.09671
6.53615,7.62383,2.00995,100.157
7.59728,4.5146,7.97449,273.514
4.21125,2.89346,7.94427,96.8016
4.67177,8.33705,2.33558,90.9681
0.742821,3.15317,1.49785,3.50832
9.32188,3.52275,4.16639,136.819
8.70327,2.07221,6.88131,124.104
5.14145,4.98917,8.48933,217.765
3.07291,6.42964,2.96121,58.5067
4.78652,6.37165,1.46367,44.639
8.55525,9.45067,7.43736,601.332
4.91012,2.83578,9.09543,126.645
1.99835,7.8695,2.64382,41.5768
7.77612,9.1644,4.1908,298.651
7.89941,6.32099,9.67711,483.199
6.96432,8.38313,3.24564,189.49
9.42076,9.2465,7.79809,679.284
3.81237,8.49269,8.09351,262.046
7.93237,8.79513,1.15726,80.7378
5.95111,0.729392,9.51598,41.3059
6.98965,8.47468,1.08371,64.1938
0.710776,8.5229,2.83609,17.1807
8.1692,7.79443,5.71154,363.678
5.58061,8.11548,0.0756859,3.42777
2.52663,4.09864,5.84643,60.544
6.49922,5.98834,0.771813,30.0386
8.89004,5.46373,2.9545,143.508
3.85907,0.971404,5.28886,19.8264
4.97665,4.18043,8.20856,170.775
6.88589,6.53188,1.66784,75.0156
5.71184,5.20005,6.94906,206.4
0.840175,7.41173,0.984527,6.13079
1.33732,9.26542,6.91824,85.7228
9.46867,0.831629,8.07367,63.5755
2.23029,7.481,7.46788,124.6
8.58699,2.10273,5.59801,101.078
3.99579,4.12061,6.88864,113.422
6.86758,3.95184,1.0239,27.7881
1.66387,8.68191,2.29347,33.1304
8.02393,4.45357,9.35575,334.329
1.91412,7.92871,7.36381,111.757
5.97308,6.34999,0.760521,28.8458
3.43883,5.06943,3.98938,69.5464
2.37373,7.05466,2.70363,45.2747
4.10047,7.62597,0.654927,20.4796
5.49181,9.98627,2.1601,118.466
5.65508,9.15677,9.58068,496.109
1.8656,0.310373,6.16047,3.5671
8.80123,4.07361,2.37739,85.2362
8.98434,7.96472,9.55779,683.934
9.36522,0.610675,6.58376,37.6532
9.3939,4.20362,8.78048,346.727
6.85476,5.74755,9.12992,359.701
5.57451,1.14872,0.65096,4.16844
5.61144,8.8995,3.82031,190.782
1.82836,3.11838,7.4218,42.3156
2.64229,9.63561,4.55245,115.906
5.5269,0.186773,4.17554,4.31032
1.15116,9.8587,0.454115,5.15372
6.65334,4.67696,4.00067,124.491
1.07456,4.02905,9.70367,42.0115
2.87118,6.38295,1.0361,18.9882
3.81176,3.37993,1.68859,21.7549
8.62606,8.50948,2.92245,214.517
4.0492,2.89773,8.68557,101.912
2.2663,9.85748,3.58318,80.0484
3.41227,4.39558,4.56069,68.4054
6.14185,5.90716,5.8739,213.11
4.8207,6.53157,5.46709,172.141
2.29011,8.42555,2.72042,52.4917
9.19034,4.3495,2.27058,90.7627
1.99652,6.29139,6.1684,77.4806
3.71654,8.14203,2.8312,85.6728
2.34321,5.63952,7.53288,99.5439
9.66674,5.34837,0.485244,25.0877
8.22779,1.43529,9.8294,116.078
3.63964,1.10599,9.39055,37.8008
5.35173,1.42644,7.12119,54.3624
5.89312,4.17432,4.05103,99.6544
9.72686,3.37809,5.59709,183.911
8.79147,6.545,5.60686,322.62
3.46019,3.76202,9.33195,121.477
4.01379,8.34651,7.55211,253.005
6.30879,6.96768,1.05319,46.2959
5.05722,5.91815,4.75204,142.226
8.89981,4.81552,6.06739,260.031
8.08191,1.42369,8.1579,93.8659
7.92505,2.96915,7.04093,165.677
5.48875,8.3282,9.74731,445.563
7.21793,0.00915555,9.86786,0.652109
9.06644,9.73266,4.19111,369.826
2.70943,2.67922,7.57622,54.9971
9.32066,7.21915,1.8186,122.368
5.06211,3.41868,1.44749,25.0499
0.989105,7.70592,7.85455,59.8671
2.54372,9.97925,7.43583,188.754
7.96014,6.15528,1.90893,93.5318
9.6997,7.96564,2.87973,222.5
0.127873,4.02539,5.55834,2.86108
5.82965,1.76855,4.60646,47.4927
6.38905,8.37214,0.776391,41.5292
2.46254,3.82611,6.10889,57.5575
8.22291,5.75213,4.28083,202.48
2.15491,2.71645,9.78484,57.2777
3.40953,9.78149,8.72646,291.03
3.30912,3.50627,1.48473,17.2268
5.62395,2.62947,7.40196,109.46
8.54335,5.26292,0.117496,5.28298
9.17814,0.1236,0.907926,1.02997
8.6816,7.00888,6.00482,365.383
5.31968,8.75484,8.44722,393.412
1.97119,0.815455,9.36613,15.0553
3.4608,1.95074,9.11466,61.5342
9.85595,5.54003,5.94836,324.794
3.77972,3.79589,6.17878,88.6494
7.846,3.0723,1.68401,40.5935
3.05002,2.12836,6.02466,39.1093
3.96558,7.1865,3.59416,102.429
9.5526,0.951872,9.47386,86.1444
9.12229,9.41343,1.19663,102.757
1.77618,5.54582,2.82418,27.8192
4.88968,3.0018,2.70882,39.7596
5.55315,3.83404,5.42192,115.438
5.75518,1.29429,4.56709,34.0197
1.55736,5.72069,6.14399,54.7379
6.19007,6.94388,2.48939,107.002
5.98254,9.4641,9.08628,514.459
9.17417,9.5822,8.74111,768.42
7.92138,1.98492,5.24857,82.5251
3.28867,8.09351,4.65224,123.828
3.81054,9.57152,8.35902,304.876
1.45665,5.76952,1.05075,8.8307
8.43501,7.94092,5.42131,363.129
7.06992,8.59859,3.35459,203.93
9.76501,7.37938,2.35511,169.709
3.90667,5.00656,3.87402,75.772
7.48466,0.872219,8.47499,55.327
6.09455,5.77715,2.63375,92.732
8.75973,2.0661,6.77755,122.664
4.70443,1.88482,1.02725,9.10867
5.84002,6.80532,6.32862,251.52
9.61913,1.81799,1.05472,18.4444
4.70443,8.09046,4.69008,178.509
0.335093,4.91501,8.08985,13.3239
8.44234,0.894192,8.59127,64.8561
8.59737,9.51781,8.2522,675.262
9.62798,1.56652,6.14307,92.6521
0.467849,0.629902,3.83435,1.12998
8.84823,7.83288,0.0833155,5.77436
6.86331,7.48741,3.05368,156.924
